STATION;NAME;LATITUDE;LONGITUDE;ELEVATION;DATE;DAPR;MDPR;PRCP;SNOW;SNWD;TAVG;TMAX;TMIN;TOBS
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;05/04/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;06/04/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;07/04/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;08/04/2014;;;0.50;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;09/04/2014;;;0.03;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;10/04/2014;;;0.03;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;11/04/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;12/04/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;13/04/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;14/04/2014;;;0.31;2.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;15/04/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;16/04/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;17/04/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;18/04/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;19/04/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;20/04/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;21/04/2014;;;0.05;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;22/04/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;23/04/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;24/04/2014;;;0.31;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;25/04/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;26/04/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;27/04/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;28/04/2014;;;0.23;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;29/04/2014;;;0.59;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;30/04/2014;;;0.15;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;01/05/2014;;;0.11;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;02/05/2014;;;0.07;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;03/05/2014;;;0.01;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;04/05/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;05/05/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;06/05/2014;;;1.35;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;07/05/2014;;;0.06;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;08/05/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;09/05/2014;;;0.18;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;10/05/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;11/05/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;12/05/2014;;;1.59;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;13/05/2014;;;0.42;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;14/05/2014;;;0.48;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;15/05/2014;;;0.47;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;16/05/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;17/05/2014;;;0.04;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;18/05/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;19/05/2014;;;0.15;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;20/05/2014;;;0.05;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;21/05/2014;;;0.18;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;22/05/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;23/05/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;24/05/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;25/05/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;26/05/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;27/05/2014;;;0.80;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;28/05/2014;;;0.12;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;29/05/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;30/05/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;31/05/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;01/06/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;02/06/2014;;;0.82;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;03/06/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;04/06/2014;;;0.28;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;05/06/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;06/06/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;07/06/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;08/06/2014;;;0.15;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;09/06/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;10/06/2014;;;0.16;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;11/06/2014;;;0.53;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;12/06/2014;;;0.14;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;13/06/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;14/06/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;15/06/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;16/06/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;17/06/2014;;;0.92;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;18/06/2014;;;1.15;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;19/06/2014;;;0.03;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;20/06/2014;;;0.25;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;21/06/2014;;;0.03;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;22/06/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;23/06/2014;;;0.13;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;24/06/2014;;;0.39;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;25/06/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;26/06/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;27/06/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;28/06/2014;;;0.28;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;29/06/2014;;;0.02;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;30/06/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;01/07/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;02/07/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;03/07/2014;;;0.16;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;04/07/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;05/07/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;06/07/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;07/07/2014;;;0.83;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;08/07/2014;;;0.66;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;09/07/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;10/07/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;11/07/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;12/07/2014;;;0.15;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;13/07/2014;;;0.48;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;14/07/2014;;;0.03;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;15/07/2014;;;0.08;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;16/07/2014;;;0.01;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;17/07/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;18/07/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;19/07/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;20/07/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;21/07/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;22/07/2014;;;0.03;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;23/07/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;24/07/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;25/07/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;26/07/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;27/07/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;28/07/2014;;;0.72;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;29/07/2014;;;0.09;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;30/07/2014;;;0.06;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;01/08/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;02/08/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;03/08/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;04/08/2014;;;0.04;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;05/08/2014;;;0.21;;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;06/08/2014;;;0.00;0.0;;;;;
US1MIWS0020;ANN ARBOR 1.7 NNW, MI US;422.998;-837.392;257.3;07/08/2014;;;0.00;0.0;;;;;
